health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,grp_cnt_restricted,hosp_cnt,acutehosp_cnt,nh_cnt,nh_cnt_restricted,hhco_cnt,hhco_cnt_restricted,sys_multistate,sys_beds,sys_dsch,sys_res,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ownership,hos_net_revenue,hos_total_revenue
HSI00000897,Rush System for Health,Chicago,IL,1,1,17773824,3855,2346,616,293,291,149,143,3,3,0,0,2,0,1,975,41965,651.98,0,1,1,2,0,0,1,0,0,0,0,1,2825570579,8154477313
HSI00000900,Rutland Regional Health Services,Rutland,VT,1,0,18287528,,124,15,33,31,16,16,1,1,0,0,0,0,1,142,5482,0,0,0,0,0,0,0,0,0,0,0,0,1,325028245,862610612
HSI00000902,SSM Health,Saint Louis,MO,1,1,17773664,5455,3563,1295,1087,477,450,415,40,37,8,8,11,5,3,4017,196743,581.31,1,1,1,1,1,0,1,1,1,1,1,2,6090214413,23018366321
HSI00000903,SUNY Downstate Medical Center,Brooklyn,NY,1,0,18358305,,1379,264,22,25,51,47,1,1,0,0,0,0,1,268,7841,318.34,0,1,1,2,1,0,0,0,,,,3,493638618,1067033620
HSI00000904,SUNY Upstate Medical University,Syracuse,NY,1,0,18288552,,922,202,341,122,89,83,2,2,2,0,0,0,1,645,28017,483.92,0,1,1,2,0,1,1,0,0,0,0,3,1604992248,6005557318
HSI00000910,SBH Health System,Bronx,NY,1,0,17773502,,255,83,36,23,22,19,1,1,0,0,0,0,1,283,12766,283.15,0,1,1,2,1,1,0,1,,,,1,470220492,1047067738
HSI00000911,Saint Bernards Healthcare,Jonesboro,AR,1,1,18175685,1046,209,82,162,18,42,39,4,3,0,0,3,3,1,388,20525,17.53,0,0,0,1,0,0,0,0,0,0,0,2,471780033,1436933640
HSI00000912,Saint Charles Health System,Bend,OR,1,1,18956753,0250,330,101,66,99,23,22,4,4,0,0,3,2,1,340,19619,0.3,0,0,0,1,0,0,0,0,0,0,0,1,864097261,2184532660
HSI00000913,Saint Clair Hospital,Pittsburgh,PA,1,0,18253913,,155,51,35,44,37,35,1,1,0,0,0,0,1,297,14148,0,0,0,0,0,0,0,0,,,,,1,369497677,1508596792
HSI00000914,Saint Claire Regional Medical Center,Morehead,KY,1,0,18289432,,85,35,35,25,15,15,1,1,1,1,1,0,1,100,4033,15.8,0,0,0,1,1,0,0,,,,,1,204486429,609848137
HSI00000917,Saint Elizabeth Healthcare,Edgewood,KY,1,1,17774116,0618,715,276,294,66,129,119,5,5,2,2,0,0,2,755,49067,30.27,0,0,0,1,0,0,0,0,0,0,0,2,1716760949,4664622983
HSI00000919,Saint Francis Health System,Tulsa,OK,1,1,17773333,0254,1056,390,221,160,126,118,8,7,0,0,1,1,1,1382,69288,205.33,0,1,1,1,1,0,0,1,1,1,0,1,2000043990,7225715304
HSI00000920,Saint Francis Healthcare System,Cape Girardeau,MO,1,0,18388289,,183,59,131,20,40,39,1,1,0,0,0,0,1,282,8281,0,0,0,0,0,0,0,0,0,0,0,0,1,556597323,2365701984
HSI00000925,Saint Joseph Medical Center,Yonkers,NY,1,0,18284605,,81,21,32,4,16,12,1,1,0,0,0,0,1,122,2901,28.9,0,0,0,1,1,0,0,0,0,0,0,1,229132098,586908549
HSI00000927,Saint Josephs Candler Health System,Savannah,GA,1,0,17773339,,172,50,83,70,76,63,2,2,2,2,3,3,1,451,19306,0,0,0,0,0,0,0,0,0,0,0,0,1,741400079,3336181078
HSI00000929,Saint Josephs Health,Paterson,NJ,1,0,17773340,,411,116,121,27,62,60,2,2,1,1,0,0,1,681,25095,240.49,0,1,0,2,1,0,0,0,,,,2,832108365,4164361255
HSI00000930,Saint Lawrence Health System,Potsdam,NY,1,1,18381773,0928,133,44,37,47,40,40,3,3,0,0,0,0,1,144,6058,0,0,0,0,0,0,0,1,,,,,1,327757679,797820136
HSI00000933,Saint Lukes Episcopal Presbyterian Hospital,Chesterfield,MO,1,1,18290218,0140,407,177,114,19,60,58,2,2,1,1,0,0,1,445,16020,52.24,0,0,0,1,0,0,0,0,0,0,0,1,651443761,2442884867
HSI00000934,Saint Lukes,Boise,ID,1,1,17773828,0356,1025,383,480,311,201,178,9,8,2,2,1,1,1,921,44805,24.07,0,0,0,1,0,0,1,1,0,0,1,1,3177469674,7993028169
HSI00000935,Saint Lukes Health System,Kansas City,MO,1,1,17773506,0120,870,274,349,51,99,94,11,9,2,2,2,1,2,964,43555,113.66,0,0,0,1,0,0,1,0,0,0,0,2,1757451301,8018373543
HSI00000936,Saint Lukes University Health Network,Bethlehem,PA,1,1,17773829,0862,1546,581,374,504,368,328,11,11,3,3,2,1,2,1292,76938,364.77,0,1,1,2,0,0,1,0,0,0,0,1,10269840892,18535345561
HSI00000937,Saint Lukes Hospital of Duluth,Duluth,MN,1,1,18184915,0972,241,90,55,47,44,43,2,2,0,0,0,0,1,254,9813,8.22,0,0,0,1,0,0,0,1,0,0,0,1,529733873,1388563238
HSI00000942,Saint Peters Healthcare System,New Brunswick,NJ,1,0,18388290,,221,75,57,28,25,22,1,1,0,0,0,0,1,352,17709,126.67,0,1,0,2,0,0,0,0,0,0,0,1,549344505,3962791687
HSI00000943,Saint Peters Health,Helena,MT,1,0,18293391,,112,33,32,29,13,9,1,1,0,0,1,1,1,125,5786,0,0,0,0,0,0,0,0,0,0,0,0,1,289249142,621813425
HSI00000944,Slidell Memorial Hospital,Slidell,LA,1,0,18360903,,98,43,49,12,27,24,1,1,0,0,0,0,1,301,10393,1.85,0,0,0,1,0,0,0,0,0,0,0,3,311533242,1856836924
HSI00000947,Salem Health Hospitals and Clinics,Salem,OR,1,1,18293864,0403,269,78,72,51,28,26,2,2,0,0,0,0,1,559,19732,0,0,0,0,0,0,0,0,0,0,0,0,1,916982146,2543876961
HSI00000948,Salina Regional Health Center,Salina,KS,1,1,17814501,1002,132,53,59,27,32,29,4,3,0,0,0,0,1,206,7306,14.94,0,0,0,1,0,0,0,0,0,0,0,2,279978198,753164736
HSI00000949,Salinas Valley Memorial Healthcare System,Salinas,CA,1,0,17997766,,224,66,34,85,41,33,1,1,0,0,1,0,1,240,11897,0,0,0,0,0,1,1,0,1,1,0,0,3,635980306,2847220027
HSI00000951,Samaritan Health Services,Corvallis,OR,1,1,18149568,0186,636,270,93,107,97,83,5,5,0,0,1,0,1,298,14208,80.4,0,1,0,2,0,0,0,1,1,1,0,1,1134385329,2473906874
HSI00000952,Samaritan Health,Watertown,NY,1,0,18288547,,112,38,28,37,18,17,2,2,2,2,1,1,1,185,7619,13.19,0,0,0,1,0,1,1,0,0,0,0,1,323381706,997778261
HSI00000953,Samaritan Healthcare,Moses Lake,WA,1,0,18289839,,55,23,17,15,3,3,1,1,0,0,0,0,1,48,3058,0,0,0,0,0,0,1,1,0,0,0,0,3,137434367,392678924
HSI00000954,San Antonio Regional Hospital,Upland,CA,1,0,18294896,,80,26,14,19,7,5,1,1,0,0,0,0,1,363,16303,0,0,0,0,0,0,1,1,0,,,,1,432252320,3664319734
HSI00000956,San Juan Regional Medical Center,Farmington,NM,1,0,18291675,,135,40,43,17,20,15,2,1,0,0,0,0,1,191,10619,0,0,0,0,0,1,0,0,0,,,,1,346932388,1064149690
HSI00000958,Sanford Health,Sioux Falls,SD,1,1,17774114,0530,2012,790,1033,420,289,265,41,40,141,139,30,19,3,1925,74373,180.16,0,0,0,1,0,0,1,1,1,1,1,1,4666228728,12403971290
HSI00000959,Santa Clara Valley Health and Hospital System,San Jose,CA,1,0,18187163,,784,314,125,57,49,37,3,3,0,0,0,0,1,805,32470,196.69,0,0,0,1,1,1,1,1,,1,1,3,2551664419,8444896977
HSI00000961,Sarah Bush Lincoln Health System,Mattoon,IL,1,0,18081951,,130,52,87,28,37,36,1,1,1,1,2,1,1,100,6454,0,0,0,0,0,0,0,0,,,,,1,448598616,1336055734
HSI00000962,Sarasota Memorial Health Care System,Sarasota,FL,1,1,18404155,0419,430,183,226,133,67,58,3,2,1,1,1,1,1,896,51665,66.84,0,0,0,1,0,1,1,0,0,0,0,3,1472275653,8060677145
HSI00000968,Scripps Health,San Diego,CA,1,1,17773825,1505,1493,612,297,184,135,117,5,5,0,0,0,0,1,1219,76285,154.51,0,1,0,1,1,1,1,1,1,0,1,1,2739272013,15468654473
HSI00000969,Seattle Childrens Hospital Research and Foundation,Seattle,WA,1,0,18290346,,959,395,347,96,25,20,1,1,0,0,1,0,1,370,9417,282.28,2,1,1,2,0,0,0,,,,,1,1907462611,3856732408
HSI00000972,Sentara Healthcare,Norfolk,VA,1,1,17773497,2565,1487,506,599,367,309,247,13,12,0,0,9,7,2,2314,125944,232.36,0,1,0,1,0,0,0,1,1,1,1,1,5320459115,17757606464
HSI00000975,Shannon Health System,San Angelo,TX,1,0,17829265,,244,89,101,27,44,38,2,2,1,1,1,1,1,340,17183,0,0,0,0,0,0,0,0,0,0,0,0,1,642627750,2686338359
HSI00000977,Sharp Healthcare,San Diego,CA,1,1,17773661,2065,1726,670,243,134,189,158,6,5,3,3,1,0,1,1601,76955,0,0,0,0,0,1,0,0,1,1,1,1,1,3073544685,15875368151
HSI00000981,Shriners Hospitals for Children,Tampa,FL,1,1,17773970,4125,273,12,92,60,8,8,17,3,0,0,0,0,3,,,,2,,,,,,,0,0,0,0,1,,
HSI00000984,Signature Healthcare,Brockton,MA,1,0,18199030,,211,66,60,52,31,30,1,1,2,2,0,0,1,175,3380,6.85,0,0,0,1,1,0,0,1,0,1,0,1,181258800,547940755
HSI00000985,Silver Cross Hospital,New Lenox,IL,1,0,18290248,,105,43,32,16,19,17,1,1,0,0,0,0,1,320,20600,0,0,0,0,0,0,0,0,1,1,1,1,2,514107827,1552321592
HSI00000987,Sinai Health System,Chicago,IL,1,1,18166690,0284,271,74,61,27,29,24,4,3,0,0,0,0,1,391,12401,110.8,1,1,0,2,1,0,0,1,1,1,1,1,436689351,1766714840
HSI00000988,Singing River Health System,Gautier,MS,1,0,17773826,,162,42,72,19,39,35,2,2,0,0,0,0,1,407,16485,0,0,0,0,0,0,0,0,,,,,3,514199986,3908610865
HSI00000994,Sky Lakes Medical Center,Klamath Falls,OR,1,0,18379817,,124,63,27,22,15,14,1,1,0,0,1,1,1,90,5391,22.39,0,0,0,1,0,0,0,0,0,0,0,1,288377272,865025217
HSI00000998,South County Health,Wakefield,RI,1,0,20806136,,102,31,57,24,29,27,1,1,0,0,1,1,1,79,5167,0,0,0,0,0,0,0,0,0,0,0,0,1,224831385,716285789
HSI00000999,South Georgia Medical Center,Valdosta,GA,1,1,18163126,1034,192,71,46,17,26,25,3,3,1,1,0,0,1,296,16131,9.86,0,0,0,1,0,1,1,0,,,,3,442678864,1535690292
HSI00001002,South Shore Health System,South Weymouth,MA,1,0,17781067,,749,247,162,159,31,27,1,1,0,0,1,1,1,374,33159,0,0,0,0,0,0,0,0,0,0,0,0,1,760941643,1462934936
HSI00001003,Southeast Alaska Regional Health Consortium,Juneau,AK,1,0,18406843,,57,43,39,25,35,21,4,4,1,1,0,0,1,45,909,0,0,0,0,0,0,0,1,,,,,1,33822232,49578220
HSI00001004,Southcoast Health System,New Bedford,MA,1,0,17773498,,497,175,207,92,102,94,1,1,0,0,1,1,1,635,28805,0,0,0,0,0,0,0,0,0,0,0,0,1,914238255,2851895527
HSI00001005,Southeast Health,Dothan,AL,1,0,17773499,,184,81,34,16,20,20,1,1,0,0,0,0,1,345,18800,56.61,0,0,0,1,0,0,0,,,,,3,435666482,2168230795
HSI00001006,Southeast Georgia Health System,Brunswick,GA,1,1,17992292,0253,188,56,61,35,55,53,2,2,2,2,0,0,1,340,12472,0,0,0,0,0,0,1,0,0,0,0,0,1,368868954,1109109020
HSI00001007,Southeast Health,Cape Girardeau,MO,1,1,18297319,0628,114,36,71,6,39,34,2,2,0,0,1,1,1,275,7180,0,0,0,0,0,1,0,0,0,0,0,0,1,350096758,1281242488
HSI00001009,Southern Illinois Healthcare,Carbondale,IL,1,1,17837006,4175,212,57,105,56,44,39,4,4,1,1,1,0,1,325,14846,13.56,0,0,0,1,0,0,1,0,0,0,0,1,690917763,2468283659
HSI00001020,Spartanburg Regional Healthcare System,Spartanburg,SC,1,1,17773501,4195,699,313,240,99,109,99,6,5,2,2,1,1,1,713,33923,65.7,0,0,0,1,0,0,1,0,0,0,0,3,1460128277,5617242049
HSI00001021,Corewell Health,Grand Rapids,MI,1,1,17773827,1094,4067,1354,1219,1127,514,459,23,22,9,9,6,4,1,4623,219624,1372.84,0,1,1,2,1,0,1,1,1,1,1,1,8426810899,29784835624
HSI00001032,Stamford Health,Stamford,CT,1,0,18288719,,441,151,72,79,90,83,1,1,0,0,0,0,1,288,12974,69.3,0,0,0,1,0,1,0,0,0,0,0,1,834454616,3589181183
HSI00001033,Stanford Health Care,Stanford,CA,1,1,17779642,0156,3953,937,850,475,238,232,3,3,0,0,0,0,1,1253,54792,984.75,1,1,1,2,0,0,0,1,1,0,0,1,9621542663,44104261862
HSI00001037,Steward Health Care System,Dallas,TX,1,1,17773629,0141,2174,691,806,428,453,404,36,31,0,0,3,2,3,5050,170554,409.69,0,1,0,1,1,1,1,0,0,0,0,5,4276299994,23567169488
HSI00001038,Stony Brook Medicine,Stony Brook,NY,1,0,18294974,,1274,326,358,152,177,167,3,3,0,0,0,0,1,725,37090,616.24,0,1,1,2,0,0,0,1,,1,,3,2066718577,7307146893
HSI00001039,Stormont Vail Health,Topeka,KS,1,0,17837007,,339,120,231,64,47,42,2,2,0,0,0,0,1,442,20014,0,0,0,0,0,0,0,0,0,0,0,0,1,884186805,2887386567
HSI00001041,Sturdy Memorial Hospital,Attleboro,MA,1,0,18288831,,179,48,60,25,22,20,1,1,0,0,0,0,1,125,6733,0,0,0,0,0,0,0,0,1,,1,,1,232151289,519334666
HSI00001043,Summa Health System,Akron,OH,1,1,17773666,0399,614,242,186,68,135,121,3,2,0,0,2,1,1,560,32907,220.24,0,1,0,2,0,0,0,1,1,0,1,1,1004687667,5719789690
HSI00001050,Sutter Health,Sacramento,CA,1,1,17774118,8795,5926,2248,665,512,656,609,27,22,1,1,17,10,2,3440,176859,181.9,0,1,0,1,1,0,1,1,,,,1,9227888627,30733070131
HSI00001053,T J Regional Health,Glasgow,KY,1,0,17773513,,106,51,56,4,15,14,2,2,1,1,0,0,1,161,4819,11.01,0,0,0,1,0,0,0,,,,,1,238020746,627613658
HSI00001055,TMC Healthcare,Tucson,AZ,1,0,18154490,,262,89,148,47,38,37,3,3,0,0,0,0,1,519,37597,36.75,0,0,0,1,0,1,1,0,0,0,0,1,842417013,3040946744
HSI00001059,Tahoe Forest Hospital District,Truckee,CA,1,1,18186311,0379,112,39,20,24,18,15,2,2,1,1,0,0,2,29,1516,0,0,0,0,0,0,1,1,0,0,0,0,3,284132106,562554459
HSI00001060,Tallahassee Memorial Healthcare,Tallahassee,FL,1,0,17774119,,447,194,168,67,50,47,3,3,1,1,1,1,1,551,29281,67.83,0,0,0,1,0,1,1,0,0,0,0,1,911315895,4456422651
HSI00001061,Tanner Health System,Carrollton,GA,1,1,18137145,0341,220,74,93,23,52,48,4,4,0,0,1,1,2,292,14528,0,0,0,0,0,0,0,1,,,,,1,653561990,2131990529
HSI00001063,JPS Health Network,Fort Worth,TX,1,0,18966988,,504,227,233,64,52,41,1,1,0,0,0,0,1,446,25373,216.16,0,1,0,2,1,1,1,0,0,0,0,3,692018015,3661758806
HSI00001065,Temple University Health System,Philadelphia,PA,1,1,17774120,0169,1281,368,225,155,104,97,4,3,0,0,0,0,1,889,37387,612.58,0,1,1,2,1,0,0,0,0,0,0,1,2122841693,16089876132
HSI00001066,Tenet Healthcare,Dallas,TX,1,1,17774121,0919,7218,1324,1800,981,1109,1030,77,57,2,2,1,0,3,12073,498156,1488.65,1,1,1,1,1,0,1,1,0,0,0,5,13784564264,123975771328
HSI00001069,Texas Childrens Hospital,Houston,TX,1,0,17773509,,1692,669,424,227,142,136,1,1,0,0,0,0,1,905,36143,438.14,2,1,0,2,0,0,0,1,,1,,1,2842123139,7010435860
HSI00001072,Texas Health Resources,Arlington,TX,1,1,17773668,0129,1572,625,690,390,327,296,21,18,1,1,0,0,1,3165,174445,87.41,0,0,0,1,1,1,1,1,1,0,0,1,4959581904,17858344581
HSI00001074,The Carle Foundation,Urbana,IL,1,1,17773669,2575,1008,374,432,129,99,95,8,8,2,2,2,2,1,1083,53231,167.22,0,0,0,1,0,0,1,1,1,0,1,1,2485684269,9494141742
HSI00001075,The Childrens Hospital of Philadelphia,Philadelphia,PA,1,0,17773468,,1793,791,587,146,81,79,1,1,0,0,1,1,1,667,21030,483.38,2,1,1,2,0,0,0,0,0,0,0,1,2695079245,8562091485
HSI00001076,The Childrens Mercy Hospital,Kansas City,MO,1,0,18138029,,963,453,437,8,51,45,2,2,0,0,3,1,2,370,14736,176.99,2,1,0,2,0,0,0,0,0,0,0,1,1549883138,3269633063
HSI00001077,The Christ Hospital Health Network,Cincinnati,OH,1,0,18291628,,557,185,197,54,168,149,1,1,0,0,1,0,1,444,26262,82.28,0,0,0,1,0,0,0,1,0,0,0,1,920961957,3283722542
HSI00001078,Cleveland Clinic,Cleveland,OH,1,1,17773973,0212,6179,1686,2430,1112,496,435,21,18,1,1,5,4,2,5048,251625,1352.58,0,1,1,2,1,0,1,1,1,0,1,1,12313311364,45919984364
HSI00001079,Cooper University Health Care,Camden,NJ,1,0,17773510,,1012,276,348,123,127,122,1,1,0,0,0,0,1,578,31354,377,0,1,1,2,1,0,0,0,0,0,0,1,1608952000,6424106000
HSI00001080,The Erie County Medical Center Corporation,Buffalo,NY,1,0,17773474,,270,102,123,111,13,12,1,1,1,1,0,0,1,410,14240,169.57,0,1,0,2,1,1,1,0,0,0,0,3,680030343,1592227774
HSI00001081,Houston Methodist,Houston,TX,1,1,17773831,7235,1891,402,582,146,229,213,8,7,1,1,0,0,1,2653,139362,329.8,0,1,0,1,0,0,1,0,0,0,0,1,6281664751,35106111880
HSI00001082,The Methodist Hospitals,Gary,IN,1,0,17773343,,133,28,44,32,33,26,2,2,0,0,1,1,1,405,11482,2.86,0,0,0,1,1,0,0,0,0,0,0,1,404760024,1819730756
HSI00001083,The Metrohealth System,Cleveland,OH,1,0,17774123,,987,337,377,95,40,37,1,1,1,1,0,0,1,501,20210,365.22,0,1,1,2,1,0,0,0,0,0,0,3,1274839154,4699543478
HSI00001084,The Morris Hospital and Healthcare Centers,Morris,IL,1,0,18294492,,84,30,37,6,34,34,1,1,0,0,0,0,1,89,2635,0,0,0,0,0,0,1,0,0,0,0,0,1,221501947,942809067
HSI00001085,The Nebraska Medical Center,Omaha,NE,1,0,17773651,,2198,641,253,197,96,90,4,3,0,0,0,0,2,686,25559,450,0,1,1,2,0,0,0,1,0,0,1,1,1588789597,5064602960
HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH,1,1,17773344,0251,2459,622,925,217,261,238,8,6,1,1,0,0,1,1194,48244,599.75,0,1,0,2,0,0,1,1,0,0,0,3,2406267246,8982050140
HSI00001087,The Queens Health Systems,Honolulu,HI,1,1,17774124,0040,751,320,209,38,62,58,4,4,0,0,0,0,1,722,33330,101.03,0,0,0,1,0,0,0,1,1,1,0,1,1538514026,5267295219
HSI00001089,The University of Chicago Medicine,Chicago,IL,1,1,17774126,0058,1841,430,410,151,99,95,2,2,0,0,1,0,1,929,37068,683.35,0,1,1,2,1,0,1,1,1,,,1,2725786465,13288031553
HSI00001090,The University of Toledo Medical Center,Toledo,OH,1,0,17773803,,406,104,89,57,31,29,1,1,0,0,0,0,1,212,7473,84.81,0,1,0,2,0,0,0,0,0,0,0,3,294602953,1520716225
HSI00001092,ThedaCare,Appleton,WI,1,1,17836110,2445,382,185,269,92,69,63,7,7,2,2,3,2,1,417,21493,13.08,0,0,0,1,0,0,1,,,,,1,927364378,2503298769
HSI00001097,Tift Regional Medical Center,Tifton,GA,1,1,22186325,0910,117,49,102,38,29,28,2,2,1,1,0,0,1,189,10638,0,0,0,0,0,0,0,0,0,0,0,0,1,442674120,1559853202
HSI00001104,TriHealth,Cincinnati,OH,1,0,17774125,,887,348,270,84,233,219,3,2,0,0,0,0,1,468,26090,50.1,0,0,0,1,0,1,0,0,0,0,0,1,878150925,2657207692
HSI00001106,Trinity Health,Livonia,MI,1,1,17818070,0906,11997,4588,3748,2432,1709,1549,105,97,36,34,45,24,3,14914,683132,2251.85,1,1,1,1,1,0,1,1,1,1,1,2,21478015361,77779384315
HSI00001107,Trinity Health,Minot,ND,1,1,17846710,1069,160,43,77,16,47,43,2,2,2,1,0,0,1,170,6729,11.54,0,0,0,1,0,0,0,0,,,,1,465452333,1354848589
HSI00001110,University Health,Kansas City,MO,1,1,17992293,9255,608,218,116,10,28,25,2,2,1,1,0,0,1,375,14222,251.59,0,1,1,2,1,0,0,0,0,0,0,1,699595147,1261612862
HSI00001112,Wellforce,Boston,MA,1,1,18045109,1071,2408,662,358,239,139,126,4,4,0,0,1,1,1,914,44045,331.17,0,1,1,2,1,0,0,1,0,1,0,1,1634285117,4755953638
HSI00001116,UAB Health System,Birmingham,AL,1,1,17773974,9105,2103,638,662,135,195,183,7,6,0,0,1,0,1,1473,57856,626.17,0,1,0,2,0,0,0,1,1,0,0,3,2821654847,12499393594
HSI00001118,UC Health,Cincinnati,OH,1,1,17773943,0082,1547,349,273,76,130,116,5,2,1,1,0,0,1,711,31026,508.22,0,1,1,2,1,1,0,0,0,0,0,1,1616910658,6677732111
HSI00001121,UF Health,Gainesville,FL,1,1,17773660,0111,3217,814,812,369,234,218,5,5,0,0,2,2,1,2417,111799,1059.24,0,1,1,2,1,0,0,0,0,0,0,1,3859495075,15942790995
HSI00001122,UMass Memorial Health Care,Worcester,MA,1,1,17773976,0224,2193,705,551,236,161,141,6,6,0,0,0,0,1,1013,52795,527.39,0,1,1,2,0,0,0,0,0,0,0,1,2635156994,9117098314
HSI00001123,UNC Health Care System,Chapel Hill,NC,1,1,17774131,0901,3877,1155,944,610,515,471,15,15,3,3,2,2,1,3143,140718,877.35,0,1,1,2,1,0,0,0,0,0,0,3,6825094461,19411665652
HSI00001125,UNM Health System,Albuquerque,NM,1,1,18147735,0021,1403,417,354,154,68,61,2,2,0,0,0,0,1,614,27247,506.34,0,1,1,2,1,0,0,0,0,0,0,3,1411292748,2707727654
HSI00001126,UPMC,Pittsburgh,PA,1,1,17773516,0137,7437,2363,1730,2003,1159,1052,34,32,14,14,12,6,3,5972,240259,1784.29,1,1,1,2,1,0,0,1,1,1,1,1,10134615484,54920828311
HSI00001132,UW Health,Madison,WI,1,1,17773835,1009,2442,788,578,366,157,142,3,2,0,0,3,2,2,968,44583,533.98,0,1,1,2,0,0,0,1,1,1,1,3,3427237588,12048095856
HSI00001133,UW Medicine,Seattle,WA,1,1,17774134,6415,4279,1138,810,457,233,221,4,4,0,0,1,0,1,1327,59207,847.72,0,1,1,2,1,0,0,0,0,0,0,3,4021214585,11728855525
HSI00001137,Union Health,Terre Haute,IN,1,0,18361667,,207,57,124,35,38,33,2,2,0,0,1,1,1,285,17231,20.59,0,0,0,1,0,0,1,1,0,0,0,1,661411150,2268968272
HSI00001138,United Health Services,Binghamton,NY,1,1,17773975,0288,299,139,182,76,71,61,3,3,2,2,1,1,1,412,14544,83.84,0,1,0,1,0,0,0,0,0,0,0,1,912780704,2505018769
HSI00001143,United Regional Health Care System,Wichita Falls,TX,1,0,17837668,,95,43,56,23,13,13,1,1,0,0,0,0,1,244,17439,0,0,0,0,0,0,1,0,0,0,0,0,1,447883041,1422244647
HSI00001145,Unity Health,Searcy,AR,1,0,18197557,,163,64,32,18,25,25,5,4,0,0,1,1,1,179,10403,89.06,0,1,0,2,0,0,0,0,0,0,0,1,272249366,798620534
HSI00001146,Unitypoint Health,West Des Moines,IA,1,1,17773949,0061,1686,718,1043,328,384,349,29,29,3,2,16,10,3,2413,115601,172.74,0,0,0,1,1,0,0,1,1,1,1,1,4048533729,12156706873
HSI00001148,Universal Health Services,Norristown,PA,1,1,17774130,9555,2127,594,1143,421,235,212,158,27,1,1,2,2,3,6023,319937,849.89,0,1,1,1,1,1,1,1,1,0,0,5,7260153935,76481980394
HSI00001153,University of Tennessee Medical Center,Knoxville,TN,1,0,18960250,,868,272,307,83,100,94,1,1,1,0,0,0,1,698,32801,215.49,0,1,0,2,0,0,0,0,0,0,0,1,1213548796,4408460841
HSI00001154,University Hospital,Newark,NJ,1,0,17774129,,673,139,114,28,21,20,2,1,1,1,0,0,1,358,17609,308.82,0,1,1,2,1,1,0,0,0,0,0,3,3235466972,3235466972
HSI00001155,The University of Mississippi Medical Center,Jackson,MS,1,1,18265811,0915,1473,415,383,13,68,58,3,3,0,0,0,0,1,819,29514,607.94,0,1,1,2,1,0,1,0,0,0,0,3,1137581216,4181026051
HSI00001156,University Hospitals,Shaker Heights,OH,1,1,17773675,0112,3008,1003,880,346,567,506,17,15,1,1,5,4,1,2376,109722,925.7,1,1,1,2,0,0,1,0,0,0,0,1,7217868976,22895282925
HSI00001159,UMC Health System,Lubbock,TX,1,0,18294903,,312,115,141,34,31,30,1,1,0,0,1,1,1,422,21084,259.45,0,1,1,2,1,1,1,0,0,0,0,3,706463326,4157868421
HSI00001160,University Medical Center of Southern Nevada,Las Vegas,NV,1,0,17773678,,325,87,84,32,20,19,1,1,0,0,0,0,1,537,24871,190.16,0,1,0,2,1,1,0,0,,,,3,848981026,4436790322
HSI00001165,The University of Texas System,Austin,TX,1,1,24657717,0033,11684,2862,2026,994,534,506,7,5,0,0,1,0,1,1672,72633,896.59,0,1,1,2,0,0,0,1,1,0,0,3,3625150970,12133915936
HSI00001166,University of Arkansas for Medical Sciences,Little Rock,AR,1,0,18226400,,1416,463,305,66,67,60,1,1,0,0,0,0,1,521,21970,357.6,0,1,1,2,1,0,0,0,0,0,0,3,1013933958,3043135394
HSI00001168,University of California Health,Oakland,CA,1,1,17773832,6405,14152,4040,1941,435,725,694,12,9,0,0,2,1,1,3497,169778,3130.06,1,1,1,2,1,0,0,1,1,0,0,3,17816440942,60555569502
HSI00001169,University of Colorado Health,Aurora,CO,1,1,18956754,0381,4145,1175,916,919,353,331,12,12,0,0,0,0,2,2036,101475,496.61,0,1,1,1,1,0,1,0,0,0,0,1,5995328757,27878793332
HSI00001170,University of Connecticut Health Center,Farmington,CT,1,0,18294969,,1156,374,118,38,42,38,1,1,0,0,0,0,1,141,10170,229.45,0,1,1,2,0,0,0,0,0,0,0,3,590258175,1767999828
HSI00001171,UI Health,Chicago,IL,1,0,17774127,,1531,517,247,27,90,86,1,1,0,0,0,0,1,395,16650,495.77,0,1,1,2,1,0,0,0,0,0,0,3,1141969712,3631026907
HSI00001172,University of Iowa Hospitals and Clinics,Iowa City,IA,1,0,17774128,,1796,414,522,189,62,56,2,2,0,0,1,0,1,752,31993,684.86,0,1,1,2,1,0,0,0,0,0,0,3,2262696660,7647929067
HSI00001173,The University of Kansas Health System,Kansas City,KS,1,1,17773345,1040,2613,787,502,180,161,150,5,5,0,0,2,0,1,1478,63914,435.75,0,1,0,2,0,0,0,0,0,0,0,3,3268399664,15530577803
HSI00001174,University of Kentucky Healthcare,Lexington,KY,1,1,17773514,1119,1905,449,615,210,149,144,5,4,1,1,1,1,2,1521,60526,598.9,0,1,0,2,1,0,0,0,0,0,0,1,2903076326,11243842250
